Date,confirmationtime
2021/01/21,11.163
2021/01/22,10.213
2021/01/23,9.231
2021/01/24,10.36
2021/01/25,10.286
2021/01/26,8.944
2021/01/27,10.141
2021/01/28,9.931
2021/01/29,9.474
2021/01/30,10.588
2021/01/31,10
2021/02/01,12.101
2021/02/02,9.412
2021/02/03,9.6
2021/02/04,9
2021/02/05,8.521
2021/02/06,9.057
2021/02/07,9.231
2021/02/08,8.889
2021/02/09,10.07
2021/02/10,10.07
2021/02/11,11.163
2021/02/12,10.141
2021/02/13,9.172
2021/02/14,9.73
2021/02/15,9.474
2021/02/16,11.901
2021/02/17,10.435
2021/02/18,10.511
2021/02/19,9.412
2021/02/20,9.863
2021/02/21,10.213
2021/02/22,10.827
2021/02/23,11.339
2021/02/24,9.057
2021/02/25,9.231
2021/02/26,10.36
2021/02/27,9.172
2021/02/28,10.992
2021/03/01,11.077
2021/03/02,10.07
2021/03/03,9.474
2021/03/04,11.25
2021/03/05,9.664
2021/03/06,9.474
2021/03/07,9.863
2021/03/08,9.29
2021/03/09,10.286
2021/03/10,9.664
2021/03/11,10.909
2021/03/12,9.6
2021/03/13,10.07
2021/03/14,9.172
2021/03/15,9.73
2021/03/16,9.664
2021/03/17,10.588
2021/03/18,9.474
2021/03/19,9.73
2021/03/20,9.351
2021/03/21,9.231
2021/03/22,9.536
2021/03/23,8.944
2021/03/24,9.474
2021/03/25,9.351
2021/03/26,10.588
2021/03/27,9.057
2021/03/28,9.057
2021/03/29,9.536
2021/03/30,9.863
2021/03/31,9.172
2021/04/01,9.931
2021/04/02,10.286
2021/04/03,10.992
2021/04/04,9.863
2021/04/05,9.231
2021/04/06,10
2021/04/07,9.172
2021/04/08,10.746
2021/04/09,9.474
2021/04/10,9.172
2021/04/11,9.931
2021/04/12,10
2021/04/13,10.141
2021/04/14,10.667
2021/04/15,8.372
2021/04/16,13.981
2021/04/17,15.824
2021/04/18,11.613
2021/04/19,14.845
2021/04/20,11.25
2021/04/21,14.257
2021/04/22,10.07
2021/04/23,10.667
2021/04/24,9.931
2021/04/25,10.213
2021/04/26,12.632
2021/04/27,10.141
2021/04/28,10.141
2021/04/29,11.803
2021/04/30,9.931
2021/05/01,10.36
2021/05/02,7.784
2021/05/03,8.136
2021/05/04,7.956
2021/05/05,9.172
2021/05/06,8.471
2021/05/07,8.372
2021/05/08,8.421
2021/05/09,7.742
2021/05/10,8
2021/05/11,8.372
2021/05/12,8.372
2021/05/13,8.944
2021/05/14,10.746
2021/05/15,11.707
2021/05/16,10.909
2021/05/17,11.901
2021/05/18,14.4
2021/05/19,11.52
2021/05/20,12.857
2021/05/21,13.091
2021/05/22,12.414
2021/05/23,12.101
2021/05/24,11.429
2021/05/25,11.707
2021/05/26,11.803
2021/05/27,12.308
2021/05/28,12.101
2021/05/29,12.414
2021/05/30,10
2021/05/31,10.213
2021/06/01,10.141
2021/06/02,8.675
2021/06/03,9.796
2021/06/04,10.992
2021/06/05,10.992
2021/06/06,9.6
2021/06/07,10.827
2021/06/08,9.664
2021/06/09,11.429
2021/06/10,12.203
2021/06/11,13.714
2021/06/12,10.909
2021/06/13,10.909
2021/06/14,10.667
2021/06/15,10.992
2021/06/16,11.707
2021/06/17,11.077
2021/06/18,11.613
2021/06/19,13.981
2021/06/20,13.714
2021/06/21,13.714
2021/06/22,15.824
2021/06/23,14.257
2021/06/24,13.714
2021/06/25,13.091
2021/06/26,16.18
2021/06/27,24.828
2021/06/28,16.364
2021/06/29,16
2021/06/30,16.364
2021/07/01,15
2021/07/02,16
2021/07/03,11.339
2021/07/04,12.522
2021/07/05,10.909
2021/07/06,10.141
2021/07/07,11.707
2021/07/08,10.36
2021/07/09,10.992
2021/07/10,8.944
2021/07/11,11.52
2021/07/12,11.429
2021/07/13,10.588
2021/07/14,8.471
2021/07/15,11.25
2021/07/16,9.6
2021/07/17,10.07
2021/07/18,10
2021/07/19,8.471
2021/07/20,11.803
2021/07/21,9.931
2021/07/22,9.412
2021/07/23,10.667
2021/07/24,9.351
2021/07/25,9.412
2021/07/26,9.6
2021/07/27,8.471
2021/07/28,9.172
2021/07/29,9
2021/07/30,8.675
2021/07/31,9.114
2021/08/01,9.351
2021/08/02,10.07
2021/08/03,8.521
2021/08/04,10.588
2021/08/05,9
2021/08/06,9.057
2021/08/07,8.623
2021/08/08,9.114
2021/08/09,9.474
2021/08/10,8.727
2021/08/11,9.796
2021/08/12,9.536
2021/08/13,10.141
2021/08/14,8.78
2021/08/15,7.912
2021/08/16,8.944
2021/08/17,8.372
2021/08/18,10.667
2021/08/19,9.351
2021/08/20,9
2021/08/21,8.471
2021/08/22,8.78
2021/08/23,7.31
2021/08/24,9.351
2021/08/25,9
2021/08/26,9.863
2021/08/27,9.863
2021/08/28,10.213
2021/08/29,9.231
2021/08/30,10.667
2021/08/31,10
2021/09/01,10.511
2021/09/02,9.664
2021/09/03,9.73
2021/09/04,9.29
2021/09/05,8.78
2021/09/06,8.372
2021/09/07,9.412
2021/09/08,10.141
2021/09/09,10.511
2021/09/10,10.588
2021/09/11,9.73
2021/09/12,9.796
2021/09/13,9.057
2021/09/14,8.571
2021/09/15,10.141
2021/09/16,10.588
2021/09/17,9.796
2021/09/18,9.29
2021/09/19,9
2021/09/20,8.78
2021/09/21,11.707
2021/09/22,10.746
2021/09/23,8.727
2021/09/24,9.73
2021/09/25,10
2021/09/26,10.36
2021/09/27,9.29
2021/09/28,9.474
2021/09/29,11.077
2021/09/30,8.421
2021/10/01,10.286
2021/10/02,7.66
2021/10/03,9.6
2021/10/04,9.231
2021/10/05,8.78
2021/10/06,10.992
2021/10/07,10.213
2021/10/08,12
2021/10/09,9.6
2021/10/10,9.057
2021/10/11,9.863
2021/10/12,10.746
2021/10/13,8.521
2021/10/14,10.511
2021/10/15,10.213
2021/10/16,10.827
2021/10/17,9
2021/10/18,9.73
2021/10/19,9.29
2021/10/20,9.664
2021/10/21,9.73
2021/10/22,9.114
2021/10/23,9.931
2021/10/24,9.412
2021/10/25,7.912
2021/10/26,9.6
2021/10/27,9.172
2021/10/28,9.412
2021/10/29,8.421
2021/10/30,9.29
2021/10/31,10.36
2021/11/01,9.73
2021/11/02,9.114
2021/11/03,8.944
2021/11/04,10.07
2021/11/05,9.29
2021/11/06,9.351
2021/11/07,9.412
2021/11/08,10.667
2021/11/09,9.474
2021/11/10,9.664
2021/11/11,9.114
2021/11/12,10.141
2021/11/13,9.412
2021/11/14,9.172
2021/11/15,9.536
2021/11/16,9.6
2021/11/17,9.664
2021/11/18,10
2021/11/19,10.511
2021/11/20,9.931
2021/11/21,10.909
2021/11/22,10.213
2021/11/23,10.909
2021/11/24,9.172
2021/11/25,11.077
2021/11/26,10.909
2021/11/27,10.07
2021/11/28,10.36
2021/11/29,10.07
2021/11/30,10.746
2021/12/01,10.511
2021/12/02,9.29
2021/12/03,8.571
2021/12/04,9.29
2021/12/05,8.675
2021/12/06,8.372
2021/12/07,9.351
2021/12/08,8.571
2021/12/09,8.834
2021/12/10,9.231
2021/12/11,9.536
2021/12/12,10.286
2021/12/13,10.213
